,seconds,alg
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,87.136483,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,87.500082,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,87.103324,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,86.849011,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,87.591376,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,86.74671,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,86.91302,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_1\events.out.tfevents,299.250268,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_10\events.out.tfevents,323.786934,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_2\events.out.tfevents,305.629971,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_3\events.out.tfevents,303.821184,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_4\events.out.tfevents,303.010625,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_5\events.out.tfevents,307.434313,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_6\events.out.tfevents,317.427808,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_7\events.out.tfevents,313.837586,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_8\events.out.tfevents,411.010771,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_9\events.out.tfevents,301.038638,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_1\events.out.tfevents,1516.000589,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_10\events.out.tfevents,1631.545949,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_2\events.out.tfevents,1484.701953,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_3\events.out.tfevents,1511.487024,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_4\events.out.tfevents,1489.568411,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_5\events.out.tfevents,1712.578552,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_6\events.out.tfevents,1465.200112,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_7\events.out.tfevents,1589.18512,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_8\events.out.tfevents,2268.060804,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_9\events.out.tfevents,1527.683682,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,42.680914,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,45.696189,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,42.207894,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,42.093462,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,41.902103,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,42.149584,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,42.33246,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,42.642119,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,41.592994,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,42.198422,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,91.059383,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,92.771771,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,93.636542,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,92.329824,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,91.719793,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,93.408164,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,92.398021,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,93.209197,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,91.541991,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,92.426895,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_1\events.out.tfevents,301.212978,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_10\events.out.tfevents,373.816719,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_2\events.out.tfevents,335.513396,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_3\events.out.tfevents,326.581135,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_4\events.out.tfevents,303.654978,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_5\events.out.tfevents,320.241044,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_6\events.out.tfevents,312.130165,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_7\events.out.tfevents,314.777438,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_8\events.out.tfevents,368.782669,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_9\events.out.tfevents,305.568994,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_1\events.out.tfevents,1558.482436,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_10\events.out.tfevents,2174.695953,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_2\events.out.tfevents,1895.256988,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_3\events.out.tfevents,1695.95027,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_4\events.out.tfevents,1477.924225,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_5\events.out.tfevents,1812.101935,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_6\events.out.tfevents,1494.46255,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_7\events.out.tfevents,1687.616219,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_8\events.out.tfevents,1877.424547,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_9\events.out.tfevents,1477.161182,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,36.277329,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,39.039107,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,35.781387,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,35.67904,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,35.846486,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,35.485133,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,35.753038,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,36.325779,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,35.743372,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,35.929846,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,86.668877,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,100.173607,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,85.279514,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,85.465351,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,85.840838,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,84.898592,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,84.224996,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,85.764962,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,85.000047,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,84.941176,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_1\events.out.tfevents,298.173446,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_10\events.out.tfevents,320.507356,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_2\events.out.tfevents,304.134748,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_3\events.out.tfevents,295.685957,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_4\events.out.tfevents,296.30794,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_5\events.out.tfevents,299.381666,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_6\events.out.tfevents,296.49639,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_7\events.out.tfevents,309.697914,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_8\events.out.tfevents,360.239648,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_9\events.out.tfevents,296.970769,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_1\events.out.tfevents,1562.364136,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_10\events.out.tfevents,2084.730106,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_2\events.out.tfevents,1713.267177,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_3\events.out.tfevents,1511.403293,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_4\events.out.tfevents,1712.396199,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_5\events.out.tfevents,2149.336583,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_6\events.out.tfevents,1480.603898,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_7\events.out.tfevents,1548.220786,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_8\events.out.tfevents,1807.644998,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_9\events.out.tfevents,1471.438787,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,41.205715,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,41.334055,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,41.757961,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,41.654764,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,41.449196,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,41.925337,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,41.080281,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,42.082371,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,41.188461,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,41.793054,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,90.951183,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,90.255804,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,91.989315,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,90.362631,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,89.247947,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,92.615716,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,90.807341,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,91.206542,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,90.273594,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,90.417687,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_1\events.out.tfevents,298.828374,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_10\events.out.tfevents,376.157558,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_2\events.out.tfevents,337.895803,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_3\events.out.tfevents,322.241558,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_4\events.out.tfevents,300.848569,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_5\events.out.tfevents,315.670742,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_6\events.out.tfevents,307.784452,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_7\events.out.tfevents,321.562755,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_8\events.out.tfevents,369.119399,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_9\events.out.tfevents,303.909883,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_1\events.out.tfevents,2150.580787,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_10\events.out.tfevents,1630.043585,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_2\events.out.tfevents,1698.498057,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_3\events.out.tfevents,2167.876279,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_4\events.out.tfevents,1556.919276,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_5\events.out.tfevents,1768.279207,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_6\events.out.tfevents,1531.417303,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_7\events.out.tfevents,2354.825851,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_8\events.out.tfevents,2044.945829,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_9\events.out.tfevents,1646.726429,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,38.901436,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,41.515841,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,38.334697,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,38.496677,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,38.54598,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,38.243709,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,38.450395,A2C
