,combination,scenario,alg,condensator_pump_blown,water_pump_blown,action_wrapper,obs_wrapper,automation_wrapper,cum_reward,criticality_score,total_timesteps,full_path,result_wo_npp_automation,result_w_npp_automation,result_wo_npp_automation_criticality,result_w_npp_automation_criticality,result_wo_npp_automation_timesteps,result_w_npp_automation_timesteps,episode_length_1000_condensator_pump_blown,episode_length_1000_water_pump_blown,episode_length_1000,episode_length_1000_criticality,episode_length_1000_timesteps,ObservationVariesPositiveNoiseWrapper,ObservationVariesPositiveNoiseWrapper_criticality,ObservationVariesPositiveNoiseWrapper_timesteps,ObservationVariesNegativeNoiseWrapper,ObservationVariesNegativeNoiseWrapper_criticality,ObservationVariesNegativeNoiseWrapper_timesteps,ObservationVariesNoiseWrapper1,ObservationVariesNoiseWrapper1_criticality,ObservationVariesNoiseWrapper1_timesteps,DelayNoiseWrapperOption1,DelayNoiseWrapperOption1_criticality,DelayNoiseWrapperOption1_timesteps,DelayNoiseWrapperOption2,DelayNoiseWrapperOption2_criticality,DelayNoiseWrapperOption2_timesteps,create_starting_state_option1,create_starting_state_option1_criticality,create_starting_state_option1_timesteps,create_starting_state_option2a,create_starting_state_option2a_criticality,create_starting_state_option2a_timesteps,create_starting_state_option2b,create_starting_state_option2b_criticality,create_starting_state_option2b_timesteps,create_starting_state_option2c,create_starting_state_option2c_criticality,create_starting_state_option2c_timesteps,create_starting_state_option3,create_starting_state_option3_criticality,create_starting_state_option3_timesteps
49,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,201.38002,227.10476371743718,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10,,199.86349487304688,,224.52118832560345,,250,False,False,843.8932,923.0212125147235,1000,204.38704,221.13331955858098,250,200.23853,233.58882935940193,250,200.58145,228.48601474876438,250,202.58275,229.41040306921147,250,202.13713,226.67424369494302,250,215.33578,230.15021626859425,250,201.9813,224.680221576755,250,215.93004,228.4529078816457,250,211.51294,231.94718420928518,250,219.38158,209.37048669260574,250
50,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.31627,216.2171056986335,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1,1.1657142639160156,,3.8363351504193073,,5,,False,False,921.91254,893.3977791478526,1000,218.61757,202.11399960535348,250,217.01422,203.257007675347,250,220.35664,217.36681698820925,250,219.3524,208.85867775921312,250,0.8714286,3.127076433190401,4,229.78247,212.87156202567945,250,216.59409,208.36363373318184,250,162.8475,153.42605301970437,178,194.86053,182.06539018829415,216,229.06339,188.4669789990625,250
51,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,222.68658,193.55057540666638,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2,1.1642857789993286,,3.8305109979520306,,5,,False,False,918.5293,764.7518698547012,1000,221.46487,194.63762288600728,250,222.74397,195.48773315820173,250,222.84512,193.45620466484323,250,222.7864,195.36412412641977,250,224.10197,193.49489882524068,250,232.50468,193.04300530397046,250,221.02342,195.58736292102168,250,230.11948,186.96382518723243,250,225.85771,189.5642051796415,250,230.39194,162.63150897537693,250
52,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.77266,208.28277950487592,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3,1.1642857789993286,,3.8391492525970894,,5,,False,False,920.34735,914.2335012677966,1000,220.85449,203.5424796087947,250,219.77908,198.16600444134195,250,223.4525,211.30135320612013,250,221.18747,205.21525075538486,250,0.8671429,3.128897441180921,4,228.20494,201.4289791353582,250,217.79477,198.49752570067187,250,227.2319,205.29265426578363,250,221.2335,195.87549711815487,250,226.30357,169.95940742434198,250
53,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,222.9992,201.51158486112456,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4,1.1642857789993286,,3.829841445998305,,5,,False,False,929.4788,808.3011677222954,1000,220.80022,200.28683315469385,250,222.82423,201.1246987074456,250,223.04337,201.19769281721196,250,220.73737,198.95718563966668,250,224.22568,201.3300387745563,250,234.27142,201.70961796433122,250,221.79926,199.4302849600092,250,234.02016,198.82054927553702,250,229.5258,196.29392901889548,250,230.58012,170.93666644559073,250
54,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,224.59735,205.78432474912645,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5,1.1642857789993286,,3.8319068644898535,,5,,False,False,301.44492,281.63802542191945,335,211.77,202.83518060449416,241,187.58882,182.0644678654919,214,219.36398,210.16292434073722,250,146.61383,144.52697038733695,171,133.39084,134.54979443967412,156,190.36884,176.9242095319884,207,167.04259,162.78391983720263,193,110.15203,106.1638763069235,122,72.459816,74.13649870375619,82,111.48818,99.71920144244572,127
55,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.42735,203.94189344345742,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6,1.1657142639160156,,3.828668119655301,,5,,False,False,916.6567,821.0445562509216,1000,218.71523,202.0863476668533,250,218.72708,202.6315983116362,250,219.65298,202.52792250354614,250,216.8938,204.4429502353965,250,218.87799,202.78152955560992,250,230.99829,205.99621455159385,250,214.07912,201.27710646637286,250,223.31042,200.166249672642,250,36.555344,36.36907814147799,46,225.32054,173.58117602942522,250
56,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,223.4706,202.7851799052754,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7,1.1642857789993286,,3.830252809080351,,5,,False,False,926.7213,806.7341819455977,1000,221.33296,204.67564072851533,250,196.54567,191.70198636227104,250,223.76152,201.90654914305995,250,215.07263,198.41257892270062,250,202.02396,194.57945111739278,250,208.26434,191.16694433068955,250,218.79605,200.35746510748888,250,233.28539,201.55440195817792,250,226.90791,195.2359702968924,250,229.83527,172.9275029698918,250
57,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.21198,206.0661131162184,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8,1.1657142639160156,,3.830027094014276,,5,,False,False,925.7639,835.4000187791543,1000,221.25934,204.4794461590049,250,221.69572,204.9412276202792,250,221.43816,206.07137304652977,250,221.33896,205.55563345764446,250,225.69684,202.98603577690602,250,232.75946,209.30858249503416,250,219.90512,204.8835819675517,250,233.53403,207.01277007269377,250,231.24034,200.8900537819843,250,230.00275,177.2027820328938,250
58,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,219.08429,201.1180871665396,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9,1.1642857789993286,,3.833056779019768,,5,,False,False,913.4412,806.514632787703,1000,217.17322,200.95701028865383,250,220.28719,202.30153884665566,250,218.25612,201.4775749903849,250,218.23369,202.49582156109327,250,222.2341,201.93321044736246,250,229.60303,202.47853979744215,250,214.01721,199.18994414087982,250,226.42284,198.5347072587736,250,223.84224,197.53414480465486,250,227.85147,171.71978169822643,250
59,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,219.85498,204.3985717657707,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10,1.1657142639160156,,3.828668119655301,,5,,False,False,310.06427,293.5221095854166,348,219.06454,201.25055362737436,250,168.92702,166.04775336358117,197,219.68073,204.14905636008177,250,220.98955,213.73977618090234,250,221.07932,203.46851826589003,250,229.73213,203.82907695355578,250,0.0,0.6731235479297386,1,226.9841,202.43145301760578,250,121.41359,119.73811405906741,135,226.39607,173.5455084758992,250
