,full_path,combination,scenario,alg,action_wrapper,obs_wrapper,automation_wrapper,reward,criticality_score
876,../models\scenario1\training_04_06\scenario1_None_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_None_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,,NPPAutomationWrapper,192.74696,184.3296545660278
877,../models\scenario1\training_04_06\scenario1_None_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_None_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,,NPPAutomationWrapper,0.0,192.7875
878,../models\scenario1\training_04_06\scenario1_None_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_None_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,,NPPAutomationWrapper,186.26852,174.14295541676233
879,../models\scenario1\training_04_06\scenario1_None_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_None_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,,NPPAutomationWrapper,78.93431,83.48480788436098
880,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,17.335724,80.50814173829008
881,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,15.878573,161.64926655292646
882,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,16.761389,160.7958457645722
883,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,20.451422,157.58437878013495
884,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,20.047157,147.04425661365596
885,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,19.820026,140.59341677605198
886,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,19.788593,137.95284075682977
887,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,17.401394,159.63764658908767
888,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,20.355719,154.7629153998833
889,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,,20.474283,157.12859491867349
890,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,50.642845,118.15194821210709
891,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,56.821407,135.65887269011301
892,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,51.85149,114.28343918978504
893,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,51.86292,113.9957755258846
894,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,81.00134,161.4119946254652
895,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,55.151417,125.18857120945403
896,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,81.48563,162.8518155617101
897,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,98.80167,176.16987636342975
898,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,62.599957,130.3592784431925
899,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,,65.71424,134.61211630324104
900,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,183.53848,176.30310255581196
901,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,188.44139,179.4286328546153
902,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,87.85426,121.36315120913295
903,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,146.79721,182.957133650117
904,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,170.89136,179.24984078574195
905,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,154.18266,179.99218574142853
906,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,167.82281,183.84316195043982
907,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,153.44289,155.77153039723942
908,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,181.96574,175.12848796778061
909,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,,145.60738,149.9999999999993
910,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,0.0,192.7875
911,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,175.62575,168.22797742033146
912,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,180.34448,187.64860258819655
913,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,0.0,192.7875
914,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,168.94432,160.29756490051952
915,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,195.35995,171.36849712601432
916,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,142.89003,149.9999999999993
917,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,155.13287,164.20341964210544
918,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,11.688573,21.953000000000007
919,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,,ObservationOption2Wrapper,,0.0,192.7875
920,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,19.94287,141.37580636246057
921,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,18.791416,114.42089875107976
922,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,18.90711,158.7235720611969
923,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,20.215668,154.86871271780032
924,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,20.315718,153.1510841686626
925,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,102.675674,172.9642484884272
926,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,18.238567,96.66444870716798
927,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,16.122847,161.20399469471718
928,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,18.601383,158.13925666930373
929,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,,ObservationOption2Wrapper,NPPAutomationWrapper,20.02284,157.49116191515816
930,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,113.581215,163.61443925533857
931,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,58.124332,100.72919691078307
932,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,115.060104,162.76355877581582
933,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,85.22565,134.81222423221544
934,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,62.255733,108.26856195628841
935,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,84.54135,132.82723094590776
936,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,129.83849,172.49448533954072
937,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,55.134285,103.75510344330671
938,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,71.75569,115.75179273470943
939,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,,ObservationOption2Wrapper,NPPAutomationWrapper,58.804276,54.00829032258073
940,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,NPPAutomationWrapper,201.33063,170.3511487806625
941,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,NPPAutomationWrapper,228.56499,167.325012983776
942,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,NPPAutomationWrapper,210.01735,177.03337363229332
943,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,NPPAutomationWrapper,230.87201,167.8361215558193
944,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,NPPAutomationWrapper,223.59964,186.1513630792755
945,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,NPPAutomationWrapper,228.05382,160.45009963598363
946,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_None_ObservationOption2Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,,ObservationOption2Wrapper,NPPAutomationWrapper,206.84238,135.71792002284712
